Freq.	V(n003)
6.03990344080409e+003	8.17858667860531e-001,-2.61179838714976e-001
6.32455532033682e+003	8.09600097158955e-001,-2.72419212808357e-001
6.62262242965188e+003	8.00728414052413e-001,-2.83730172608162e-001
6.93473700905070e+003	7.91216339872402e-001,-2.95080674090472e-001
7.26156109540210e+003	7.81038266613468e-001,-3.06434302345954e-001
7.60378792641130e+003	7.70170847857135e-001,-3.17750204263436e-001
7.96214341107002e+003	7.58593640646632e-001,-3.28983099007753e-001
8.33738766940679e+003	7.46289789331740e-001,-3.40083381077880e-001
8.73031664480340e+003	7.33246738723543e-001,-3.50997330252355e-001
9.14176379229759e+003	7.19456959984332e-001,-3.61667441376718e-001
9.57260184645286e+003	7.04918668728213e-001,-3.72032884576124e-001
1.00237446725455e+004	6.89636511085192e-001,-3.82030102982114e-001
1.04961492049956e+004	6.73622190302491e-001,-3.91593550408668e-001
1.09908174771526e+004	6.56895004177709e-001,-4.00656565653064e-001
1.15087987467433e+004	6.39482262607346e-001,-4.09152373396700e-001
1.20511917214873e+004	6.21419555136010e-001,-4.17015194329795e-001
1.26191468896040e+004	6.02750840883796e-001,-4.24181439536395e-001
1.32138689601521e+004	5.83528337775272e-001,-4.30590956877401e-001
1.38366194183789e+004	5.63812194599030e-001,-4.36188290700509e-001
1.44887192015000e+004	5.43669937906551e-001,-4.40923911313328e-001
1.51715515005838e+004	5.23175695722440e-001,-4.44755367864782e-001
1.58865646944858e+004	5.02409210898072e-001,-4.47648318061737e-001
1.66352754220536e+004	4.81454667952562e-001,-4.49577390790090e-001
1.74192717991218e+004	4.60399367570283e-001,-4.50526843259974e-001
1.82402167871184e+004	4.39332291715909e-001,-4.50490982530309e-001
1.90998517204289e+004	4.18342608826073e-001,-4.49474331697332e-001
2.00000000000000e+004	3.97518172158695e-001,-4.47491532933409e-001
